,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8,genre9,genre10,10,genres_together,artist_id,Artist,artist_followers,artist_popularity
663,musica catalana,rumba,rumba catalana,spanish pop,,,,,,,,"musica catalana,rumba,rumba catalana,spanish pop",4xvB67czbtvemGVXGa81oK,La Pegatina,206831,0.6
664,nz pop,,,,,,,,,,,nz pop,56mfhUDKa1vec6rSLZV5Eg,Jawsh 685,74044,0.79
665,villancicos,,,,,,,,,,,villancicos,6apmlIDDsK3iSxCtZF6Sc9,Coro Navidad Blanca,2089,0.47
666,colombian hip hop,colombian pop,latin,latin alternative,latin pop,reggaeton,reggaeton colombiano,salsa choke,,,,"colombian hip hop,colombian pop,latin,latin alternative,latin pop,reggaeton,reggaeton colombiano,salsa choke",6tkyhGe9hGI3Lcfo4gVh6Z,ChocQuibTown,491797,0.66
667,,,,,,,,,,,,,2CbZTubQz6tdFmZ3TDUwp7,Xriz,151323,0.5
668,latin,latin hip hop,reggaeton,trap latino,tropical,,,,,,,"latin,latin hip hop,reggaeton,trap latino,tropical",0eHQ9o50hj6ZDNBt6Ys1sD,Yandel,4813226,0.81
669,australian pop,australian talent show,,,,,,,,,,"australian pop,australian talent show",5lXfVoQxVgC5fpjkVqvNYn,Isaiah Firebrace,48622,0.57
670,,,,,,,,,,,,,6pvz7OwdRHemko3hrQygJb,El Completo Rd,1762,0.5
671,bachata,latin,latin pop,tropical,,,,,,,,"bachata,latin,latin pop,tropical",6BeO1KuAWBqFriL1mLHtNc,Leslie Grace,1121471,0.65
672,italian hip hop,italian pop,trap italiana,,,,,,,,,"italian hip hop,italian pop,trap italiana",23TFHmajVfBtlRx5MXqgoz,Sfera Ebbasta,4208555,0.82
673,champeta,colombian pop,latin,latin pop,tropical,vallenato,,,,,,"champeta,colombian pop,latin,latin pop,tropical,vallenato",4vhNDa5ycK0ST968ek7kRr,Carlos Vives,4222324,0.76
674,,,,,,,,,,,,,3zrUX1hQrUB9aXcOiyQLmN,Stanaj,58809,0.53
675,reggaeton,reggaeton flow,trap latino,,,,,,,,,"reggaeton,reggaeton flow,trap latino",384MqcXCGGFh9UcjI5Tpc5,Eix,12393,0.6
676,r&b en espanol,,,,,,,,,,,r&b en espanol,7ltDVBr6mKbRvohxheJ9h1,ROSALÍA,4505966,0.88
677,dominican pop,trap latino,,,,,,,,,,"dominican pop,trap latino",3NpG6SsHaQETkdQVZH6V1E,Kiko el Crazy,40403,0.66
678,conscious hip hop,hip hop,north carolina hip hop,rap,,,,,,,,"conscious hip hop,hip hop,north carolina hip hop,rap",6l3HvQ5sa6mXTsMTB19rO5,J. Cole,12515380,0.88
679,eurovision,latin talent show,latin viral pop,,,,,,,,,"eurovision,latin talent show,latin viral pop",78fi6hiTjEQH8KQLzDqVRg,Sabela,22173,0.33
680,latin,latin pop,rock en espanol,spanish pop,spanish pop rock,,,,,,,"latin,latin pop,rock en espanol,spanish pop,spanish pop rock",5BMgsAFg8rZQc3tqs5BB8G,Mecano,993952,0.69
681,dance pop,electropop,indie poptimism,pop,pop dance,post-teen pop,,,,,,"dance pop,electropop,indie poptimism,pop,pop dance,post-teen pop",4u5smJBskI6Adzv08PuiUP,Kiiara,732915,0.68
682,,,,,,,,,,,,,3fzwnXOacJxjIFyGEr2WEN,Samantha Nelson,166,0.47
683,rap espanol,spanish hip hop,urbano espanol,,,,,,,,,"rap espanol,spanish hip hop,urbano espanol",0fwnNjAay5ZHP5bAd63g8Y,Denom,103217,0.56
684,latin,latin afrobeat,latin alternative,latin hip hop,puerto rican rock,rap conciencia,reggaeton,rock en espanol,tropical,,,"latin,latin afrobeat,latin alternative,latin hip hop,puerto rican rock,rap conciencia,reggaeton,rock en espanol,tropical",0yNSzH5nZmHzeE2xn6Xshb,Calle 13,2410963,0.73
685,dance pop,pop,pop dance,post-teen pop,viral pop,,,,,,,"dance pop,pop,pop dance,post-teen pop,viral pop",4Rxn7Im3LGfyRkY2FlHhWi,Nick Jonas,7006952,0.71
686,latin,latin hip hop,perreo,reggaeton,reggaeton flow,trap latino,tropical,,,,,"latin,latin hip hop,perreo,reggaeton,reggaeton flow,trap latino,tropical",5lFhCi03HDneWzvCxGctrT,Jory Boy,1117806,0.68
687,indie cafe pop,irish pop,neo mellow,pop,pop rock,viral pop,,,,,,"indie cafe pop,irish pop,neo mellow,pop,pop rock,viral pop",25tMQOrIU4LlUo6Sv8v5SE,Gavin James,528225,0.71
688,,,,,,,,,,,,,4q0nyuTbU0LEhtGiP0oykH,Kilento Poler,0,0.42
689,latin,reggaeton,reggaeton flow,trap latino,tropical,,,,,,,"latin,reggaeton,reggaeton flow,trap latino,tropical",6w9ToX5slZ4uIdmD17hJ3c,Bryant Myers,4460392,0.82
690,latin,r&b en espanol,reggaeton,trap latino,,,,,,,,"latin,r&b en espanol,reggaeton,trap latino",0KPX4Ucy9dk82uj4GpKesn,Dalex,3073125,0.85
691,latin,reggaeton,trap latino,,,,,,,,,"latin,reggaeton,trap latino",14zUHaJZo1mnYtn6IBRaRP,Justin Quiles,2459702,0.89
692,pop reggaeton,,,,,,,,,,,pop reggaeton,3eAw8vSPkVqu0VfSZxv79h,Kobi Cantillo,40865,0.54
693,adult standards,brill building pop,easy listening,,,,,,,,,"adult standards,brill building pop,easy listening",4sj6D0zlMOl25nprDJBiU9,Andy Williams,335041,0.74
694,colombian pop,latin,latin pop,vallenato,vallenato moderno,,,,,,,"colombian pop,latin,latin pop,vallenato,vallenato moderno",6dexNK5MjEL8UvmA5MjSgg,Felipe Peláez,696659,0.6
695,reggaeton,trap latino,tropical,,,,,,,,,"reggaeton,trap latino,tropical",0OROVBEZCocg0FcgJpyBse,Alex Sensation,123210,0.61
696,,,,,,,,,,,,,5U8FnkKNLicZEWEw0tXtTM,Grupo Gaviota De Juan Antonio Espinoza,34,0.17
697,dance pop,downtempo,edm,pop,post-teen pop,shiver pop,,,,,,"dance pop,downtempo,edm,pop,post-teen pop,shiver pop",2LZDXcxJWgsJfKXZv9a5eG,Cashmere Cat,307483,0.62
698,hip hop,pittsburgh rap,rap,,,,,,,,,"hip hop,pittsburgh rap,rap",4LLpKhyESsyAXpc4laK94U,Mac Miller,5424854,0.87
699,pop rap,rap,,,,,,,,,,"pop rap,rap",4qBgvVog0wzW75IQ48mU7v,KYLE,950232,0.73
700,latin,latin arena pop,latin pop,mariachi,mexican pop,ranchera,regional mexican,,,,,"latin,latin arena pop,latin pop,mariachi,mexican pop,ranchera,regional mexican",6sq1yF0OZEWA4xoXVKW1L9,Alejandro Fernández,3837804,0.81
701,trap latino,,,,,,,,,,,trap latino,1tMWkquIkQtVD6vaZlDbSQ,Chema Rivas,35701,0.68
702,modern rock,pop punk,post-grunge,rock,,,,,,,,"modern rock,pop punk,post-grunge,rock",0RqtSIYZmd4fiBKVFqyIqD,Thirty Seconds To Mars,2871196,0.72
703,cantautor,latin arena pop,latin pop,spanish pop,spanish pop rock,spanish rock,,,,,,"cantautor,latin arena pop,latin pop,spanish pop,spanish pop rock,spanish rock",3heR1it0slFXjaa7E62zpw,Maldita Nerea,535635,0.61
704,eurovision,latin talent show,latin viral pop,,,,,,,,,"eurovision,latin talent show,latin viral pop",0WL3SAUxkhHXHI9Euz5Szs,Famous Oberogo,20546,0.37
705,reggaeton,reggaeton flow,trap latino,,,,,,,,,"reggaeton,reggaeton flow,trap latino",0Q8NcsJwoCbZOHHW63su5S,Mora,72353,0.7
706,candy pop,dance pop,edm,electropop,metropopolis,pop,pop dance,swedish electropop,swedish synthpop,,,"candy pop,dance pop,edm,electropop,metropopolis,pop,pop dance,swedish electropop,swedish synthpop",1VBflYyxBhnDc9uVib98rw,Icona Pop,659174,0.71
707,chicago rap,drill,hip hop,pop rap,rap,southern hip hop,trap,underground hip hop,vapor trap,viral rap,,"chicago rap,drill,hip hop,pop rap,rap,southern hip hop,trap,underground hip hop,vapor trap,viral rap",0WOxhx4hikIsyF3CRPLC8W,Famous Dex,2117990,0.68
708,show tunes,,,,,,,,,,,show tunes,2cQr2KbzdRtIFlfbHGnNsL,Ziv Zaifman,8312,0.63
709,colombian pop,latin,latin pop,,,,,,,,,"colombian pop,latin,latin pop",49Z1AvGeUaBSanPaOmplK6,Andrés Cepeda,1686771,0.67
710,dance pop,edm,electro house,pop,pop dance,tropical house,,,,,,"dance pop,edm,electro house,pop,pop dance,tropical house",4sTQVOfp9vEMCemLw50sbu,Galantis,3026642,0.78
711,dance pop,pop,pop dance,post-teen pop,,,,,,,,"dance pop,pop,pop dance,post-teen pop",5p7f24Rk5HkUZsaS3BLG5F,Hailee Steinfeld,6454765,0.78
712,urbano espanol,,,,,,,,,,,urbano espanol,2Q2fYVYxFSmodq53BFyD6p,Cecilio G.,85763,0.58
713,panamanian pop,trap latino,,,,,,,,,,"panamanian pop,trap latino",6SGvRyZuaSuWmP6IWUKpGf,Kenny Man,194806,0.56
714,big room,brostep,dance pop,dutch edm,edm,house,pop,pop dance,slap house,trance,tropical house,"big room,brostep,dance pop,dutch edm,edm,house,pop,pop dance,slap house,trance,tropical house",2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,5347049,0.86
715,,,,,,,,,,,,,2PctE0f82UrDM9CR3SXXGo,Alcover,1840,0.42
716,alternative metal,canadian metal,death metal,groove metal,metal,nu metal,progressive metal,vancouver metal,,,,"alternative metal,canadian metal,death metal,groove metal,metal,nu metal,progressive metal,vancouver metal",457qPvtiBTIl6LR4dZiKZy,Strapping Young Lad,111981,0.46
717,trap latino,,,,,,,,,,,trap latino,7y5vacxuCM2lyUEEPnQcwd,RobGz,6995,0.56
718,neo mellow,pop,pop rock,singer-songwriter,,,,,,,,"neo mellow,pop,pop rock,singer-songwriter",0hEurMDQu99nJRq8pTxO14,John Mayer,4894573,0.83
719,latin,latin pop,reggaeton,reggaeton flow,trap latino,tropical,,,,,,"latin,latin pop,reggaeton,reggaeton flow,trap latino,tropical",47MpMsUfWtgyIIBEFOr4FE,Lunay,3781269,0.82
720,drill espanol,rap espanol,trap latino,urbano espanol,,,,,,,,"drill espanol,rap espanol,trap latino,urbano espanol",22dFwJoRBV51ue5TGnC7Dt,Beny Jr,64395,0.66
721,bachata,latin,tropical,,,,,,,,,"bachata,latin,tropical",5lwmRuXgjX8xIwlnauTZIP,Romeo Santos,12146139,0.84
722,villancicos,,,,,,,,,,,villancicos,0gTcmxmHfvIQL25muniysn,"Coro Infantil ""Los Campanilleros""",1068,0.24
723,dominican pop,latin,latin hip hop,rap dominicano,reggaeton,reggaeton flow,trap latino,tropical,,,,"dominican pop,latin,latin hip hop,rap dominicano,reggaeton,reggaeton flow,trap latino,tropical",6kq4GHwUcUojGIu0ziSNXf,Amenazzy,1195168,0.74
724,album rock,art rock,classic rock,dance rock,mellow gold,new wave,permanent wave,rock,soft rock,,,"album rock,art rock,classic rock,dance rock,mellow gold,new wave,permanent wave,rock,soft rock",5NGO30tJxFlKixkPSgXcFE,The Police,3974018,0.78
725,latin talent show,latin viral pop,,,,,,,,,,"latin talent show,latin viral pop",7yY9PFsH3XzlhDqVGPsp43,Carlos Right,27260,0.39
726,colombian pop,latin,latin pop,mexican pop,pop,rock en espanol,tropical,,,,,"colombian pop,latin,latin pop,mexican pop,pop,rock en espanol,tropical",0UWZUmn7sybxMCqrw9tGa7,Juanes,3140727,0.78
727,eurovision,latin talent show,,,,,,,,,,"eurovision,latin talent show",7sRtI3bMrrgSFkNs2jFHrl,María Escarmiento,30358,0.4
728,rap dominicano,,,,,,,,,,,rap dominicano,1UjxAZqzphB1tsMb1aWBj0,Omega,151451,0.65
729,reggaeton,reggaeton flow,trap latino,,,,,,,,,"reggaeton,reggaeton flow,trap latino",11YLRSsZA3YVuQQtHXKTlz,Rafa Pabön,109300,0.76
730,colombian pop,latin,latin pop,r&b en espanol,reggaeton,reggaeton colombiano,trap latino,,,,,"colombian pop,latin,latin pop,r&b en espanol,reggaeton,reggaeton colombiano,trap latino",5dbaLmK5SHLLg8Z4CcTJpX,Greeicy,3062218,0.77
731,dance pop,pop,pop dance,pop rap,post-teen pop,,,,,,,"dance pop,pop,pop dance,pop rap,post-teen pop",26dSoYclwsYLMAKD3tpOr4,Britney Spears,8436720,0.83
732,latin,reggaeton,reggaeton flow,trap latino,,,,,,,,"latin,reggaeton,reggaeton flow,trap latino",6HqgxkTt9KGyt27zYrwVan,Super Yei,230847,0.75
733,musical advocacy,spanish pop,,,,,,,,,,"musical advocacy,spanish pop",6mBHjsMML6XGuqjaDH1iqW,Resistiré 2020,7578,0.51
734,latin,latin pop,spanish pop,spanish pop rock,,,,,,,,"latin,latin pop,spanish pop,spanish pop rock",23cijmutocNvhM5xkcyyFF,Beatriz Luengo,157307,0.6
735,,,,,,,,,,,,,2GnQro7OuaSjmhe1TGO14v,Flavio Apicella,248,0.43
736,flamenco urbano,pop flamenco,,,,,,,,,,"flamenco urbano,pop flamenco",4MU4rC7z6JpqxqbHDqtz7H,Keen Levy,46119,0.61
737,,,,,,,,,,,,,2jYURavGC2HJga7VmZ0vWS,Josh Arce,1570,0.38
738,eurovision,lithuanian pop,,,,,,,,,,"eurovision,lithuanian pop",0LJ84eGN5V4Av9rj4xzLSS,Ieva Zasimauskaitė,5192,0.31
739,swedish pop,,,,,,,,,,,swedish pop,5vCOdeiQt9LyzdI87kt5Sh,AronChupa,334078,0.67
740,boy band,dance pop,europop,pop,,,,,,,,"boy band,dance pop,europop,pop",6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,1421773,0.73
741,latin talent show,,,,,,,,,,,latin talent show,2CRUMWHxN6hr9Ju8YBtDCr,Bruno Alves,13458,0.38
742,rap espanol,spanish hip hop,urbano espanol,,,,,,,,,"rap espanol,spanish hip hop,urbano espanol",66BpLv7bc0OLbr50D1cnGS,Zetazen,88683,0.55
743,indie cafe pop,pop,,,,,,,,,,"indie cafe pop,pop",2WX2uTcsvV5OnS0inACecP,Birdy,3182862,0.76
744,latin,latin hip hop,reggaeton,trap latino,tropical,,,,,,,"latin,latin hip hop,reggaeton,trap latino,tropical",4VMYDCV2IEDYJArk749S6m,Daddy Yankee,21901736,0.91
745,latin pop,spanish pop,spanish pop rock,,,,,,,,,"latin pop,spanish pop,spanish pop rock",3AIPhNgeF9S1Kyg9Yy3UQW,Dani Martín,577500,0.68
746,,,,,,,,,,,,,40jZHpxIT7SOkZF9YrxGYq,Chris Viz,15229,0.51
747,pop,r&b,soul,,,,,,,,,"pop,r&b,soul",3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,17289050,0.85
748,art rock,classic rock,dance rock,glam rock,permanent wave,rock,,,,,,"art rock,classic rock,dance rock,glam rock,permanent wave,rock",0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,6470604,0.82
749,latin pop,reggaeton chileno,trap chileno,trap latino,,,,,,,,"latin pop,reggaeton chileno,trap chileno,trap latino",7rOlQwf8OuFLFQp4aydjBt,Paloma Mami,848422,0.68
750,flamenco urbano,pop flamenco,,,,,,,,,,"flamenco urbano,pop flamenco",2iA56rE7fZUnD4GdsSUj3G,Galvan Real,74787,0.66
751,cubaton,,,,,,,,,,,cubaton,0AglxiiP1X55pczgFkgdC4,Yulien Oviedo,13545,0.37
752,colombian pop,latin,latin pop,,,,,,,,,"colombian pop,latin,latin pop",5C4PDR4LnhZTbVnKWXuDKD,Morat,3921123,0.81
753,danish pop,pop,scandipop,,,,,,,,,"danish pop,pop,scandipop",25u4wHJWxCA9vO0CzxAbK7,Lukas Graham,1765275,0.77
754,eurovision,greek pop,laiko,,,,,,,,,"eurovision,greek pop,laiko",39E15l8zeCDYpSZwFNX4G2,Eleni Foureira,133205,0.54
755,drill espanol,urbano espanol,,,,,,,,,,"drill espanol,urbano espanol",4az97MtWmBQ5Db3GfDh9j9,Morad,354407,0.75
756,london rap,,,,,,,,,,,london rap,7mnAzEmgquhrVtGob81SmO,Big Shaq,316090,0.54
757,hip hop,melodic rap,mississippi hip hop,pop rap,rap,southern hip hop,trap,,,,,"hip hop,melodic rap,mississippi hip hop,pop rap,rap,southern hip hop,trap",7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd,6238730,0.77
758,stomp and holler,,,,,,,,,,,stomp and holler,7zsin6IgVsR1rqSRCNYDwq,Family of the Year,142444,0.55
759,melodic rap,rap conscient,trap,vapor trap,,,,,,,,"melodic rap,rap conscient,trap,vapor trap",5zctI4wO9XSKS8XwcnqEHk,Lil Mosey,3287825,0.83
760,german soundtrack,scorecore,soundtrack,video game music,,,,,,,,"german soundtrack,scorecore,soundtrack,video game music",1hCkSJcXREhrodeIHQdav8,Ramin Djawadi,458846,0.73
761,hollywood,,,,,,,,,,,hollywood,68Uwx1d3EbjDJhYsLjqvIq,Emma Stone,26097,0.61
762,colombian pop,latin,vallenato,vallenato moderno,,,,,,,,"colombian pop,latin,vallenato,vallenato moderno",3OcvS8PzSGYMBvLdzY6g3e,Silvestre Dangond,2409130,0.71
763,latin pop,mexican pop,,,,,,,,,,"latin pop,mexican pop",6ModsWtBph2rE6zCTVxvZt,Maite Perroni,884712,0.75
764,edm,pop dance,pop edm,slap house,tropical house,,,,,,,"edm,pop dance,pop edm,slap house,tropical house",4ofCBoyEiGSePFAG500xev,Regard,116988,0.79
765,brostep,edm,pop,pop dance,progressive electro house,,,,,,,"brostep,edm,pop,pop dance,progressive electro house",64KEffDW9EtZ1y2vBYgq8T,Marshmello,29177364,0.89
766,perreo,rap latina,urbano espanol,,,,,,,,,"perreo,rap latina,urbano espanol",43Hr2FjhVehkROIIEb7EfQ,Ms Nina,104776,0.59
767,dembow,dominican pop,rap dominicano,trap latino,,,,,,,,"dembow,dominican pop,rap dominicano,trap latino",5UopXhshFFqRIMfeZrBclq,Ceky Viciny,78340,0.6
768,pop flamenco,spanish pop,,,,,,,,,,"pop flamenco,spanish pop",1ADdpen72RPuafRcv0YRBf,Antonio Orozco,994215,0.68
769,candy pop,emo,pixie,pop emo,pop punk,,,,,,,"candy pop,emo,pixie,pop emo,pop punk",74XFHRwlV6OrjEM0A2NCMF,Paramore,5715865,0.8
770,italian adult pop,italian pop,,,,,,,,,,"italian adult pop,italian pop",0QrUbsrL5imqntAfDl8i7q,Fred De Palma,714898,0.67
771,dance pop,hip hop,miami hip hop,pop,pop rap,rap,southern hip hop,trap,,,,"dance pop,hip hop,miami hip hop,pop,pop rap,rap,southern hip hop,trap",0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,5579002,0.82
772,classical performance,classical piano,,,,,,,,,,"classical performance,classical piano",17yd2V3A2UmwD0a00hmjX5,Emanuel Ax,7084,0.47
773,colombian pop,latin,pop reggaeton,reggaeton,reggaeton colombiano,trap latino,,,,,,"colombian pop,latin,pop reggaeton,reggaeton,reggaeton colombiano,trap latino",2LRoIwlKmHjgvigdNGBHNo,Feid,436778,0.82
774,dance pop,pop,,,,,,,,,,"dance pop,pop",5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,5112703,0.9
775,basshall,,,,,,,,,,,basshall,7IlRNXHjoOCgEAWN5qYksg,Aya Nakamura,2482941,0.81
776,latin rock,pop electronico,spanish indie pop,,,,,,,,,"latin rock,pop electronico,spanish indie pop",1MbqzxZvHtdClX1cBKU2OG,Fuel Fandango,88344,0.51
777,musical advocacy,,,,,,,,,,,musical advocacy,35S20clEkkSNUo23ViaslZ,Band Aid,19590,0.68
778,flamenco urbano,urbano espanol,,,,,,,,,,"flamenco urbano,urbano espanol",3Nbij6lwrwz0XB7HubxdN2,Los del Control,1968,0.54
779,latin rock,spanish indie pop,spanish modern rock,spanish noise pop,,,,,,,,"latin rock,spanish indie pop,spanish modern rock,spanish noise pop",2BVE7Pqd8kxv9xEsuvoJoE,Carolina Durante,48106,0.5
780,neo mellow,pop,,,,,,,,,,"neo mellow,pop",2txHhyCwHjUEpJjWrEyqyX,Tom Odell,1650309,0.73
781,dance pop,latin,latin pop,mexican pop,pop,tropical,,,,,,"dance pop,latin,latin pop,mexican pop,pop,tropical",7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,9837056,0.8
782,bow pop,compositional ambient,french soundtrack,,,,,,,,,"bow pop,compositional ambient,french soundtrack",00sazWvoTLOqg5MFwC68Um,Yann Tiersen,840010,0.69
783,blues rock,classic rock,mellow gold,soft rock,sophisti-pop,,,,,,,"blues rock,classic rock,mellow gold,soft rock,sophisti-pop",5KEG7G8LDYlHgFDqZyEEs2,Chris Rea,535059,0.7
784,dance pop,hollywood,pop,post-teen pop,show tunes,,,,,,,"dance pop,hollywood,pop,post-teen pop,show tunes",6U1dBXJhC8gXFjamvFTmHg,Zac Efron,693912,0.76
785,reggaeton,reggaeton flow,trap latino,,,,,,,,,"reggaeton,reggaeton flow,trap latino",7kXCcNRLEnblbTAppPraBp,Milly,9434,0.72
786,brazilian edm,edm,pop dance,pop nacional,,,,,,,,"brazilian edm,edm,pop dance,pop nacional",5veVxxPm1vzgi6pO2iVA8L,Bruno Martini,125007,0.72
787,vapor twitch,,,,,,,,,,,vapor twitch,23herDudxPBB3S81GB5uG3,Alizzz,17145,0.66
788,dance pop,edm,electropop,gauze pop,pop,pop dance,tropical house,,,,,"dance pop,edm,electropop,gauze pop,pop,pop dance,tropical house",5vBSrE1xujD2FXYRarbAXc,Years & Years,1547438,0.72
789,spanish pop,,,,,,,,,,,spanish pop,6J5DvhqOWQlM4RcdzePXEZ,Tutto Duran,18419,0.44
790,flamenco urbano,pop flamenco,rumba,spanish pop,,,,,,,,"flamenco urbano,pop flamenco,rumba,spanish pop",4hFZibFsoIxictRvkZDjIc,Demarco Flamenco,366379,0.62
791,,,,,,,,,,,,,26XxGE8hLV1t9IYa8872lQ,Gianluca Vacchi,207175,0.53
792,latin,reggaeton,reggaeton colombiano,trap latino,,,,,,,,"latin,reggaeton,reggaeton colombiano,trap latino",1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,25869844,0.96
793,punk urbano,spanish pop,spanish punk,,,,,,,,,"punk urbano,spanish pop,spanish punk",5EBH204cwRkvAWknwTAjCQ,Marea,424687,0.63
794,australian pop,dance pop,edm,electropop,pop,pop dance,pop rap,post-teen pop,tropical house,uk pop,,"australian pop,dance pop,edm,electropop,pop,pop dance,pop rap,post-teen pop,tropical house,uk pop",5CCwRZC6euC8Odo6y9X8jr,Rita Ora,6320346,0.78
795,corrido,deep regional mexican,nuevo regional mexicano,regional mexican,,,,,,,,"corrido,deep regional mexican,nuevo regional mexicano,regional mexican",7a3g8JUF8iipgP1BCEsm4I,Revolver Cannabis,559691,0.63
796,urbano espanol,,,,,,,,,,,urbano espanol,1Aoj8qX6kPfLTagb7qbKg0,Kinder Malo,271322,0.58
797,colombian pop,latin,reggaeton,trap latino,,,,,,,,"colombian pop,latin,reggaeton,trap latino",2OnKRchqP7tT0FzTvWIFI7,Wolfine,1272875,0.6
798,latin,reggaeton,reggaeton flow,trap latino,,,,,,,,"latin,reggaeton,reggaeton flow,trap latino",2DspEsT7UXGKd2VaaedgG4,Alex Rose,1781111,0.77
799,dance pop,hip pop,pop,pop dance,post-teen pop,,,,,,,"dance pop,hip pop,pop,pop dance,post-teen pop",6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor,10003461,0.81
800,latin,pop reggaeton,,,,,,,,,,"latin,pop reggaeton",1VrWc8r4AjrR8YfT0vlsc7,Chyno Miranda,1121195,0.57
801,panamanian pop,reggae en espanol,,,,,,,,,,"panamanian pop,reggae en espanol",5RLb16s3zfrdWdRF0l7xij,Kafu Banton,49718,0.53
802,latin talent show,latin viral pop,spanish pop,,,,,,,,,"latin talent show,latin viral pop,spanish pop",0CQgFG7XHyXRpSi24kl0cx,Alfred García,120718,0.51
803,villancicos,,,,,,,,,,,villancicos,1i2brfbbB4R5ZfRcKRaazP,Coro Católico Navideño Virgen María,767,0.13
804,boy band,pop,post-teen pop,talent show,,,,,,,,"boy band,pop,post-teen pop,talent show",4AK6F7OLvEQ5QYCBNiQWHq,One Direction,19765020,0.9
805,spanish pop,,,,,,,,,,,spanish pop,1vBn5Puz4mdZopZEHq1QDq,La Maravillosa Orquesta del Alcohol,153562,0.61
806,dance pop,neo mellow,piano rock,pop,pop rock,,,,,,,"dance pop,neo mellow,piano rock,pop,pop rock",5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,11229417,0.84
807,dance pop,deep tropical house,edm,electro house,pop,pop dance,pop edm,swedish tropical house,tropical house,,,"dance pop,deep tropical house,edm,electro house,pop,pop dance,pop edm,swedish tropical house,tropical house",6lB8vOoI4DRrrVxXwuV19c,Mike Perry,1088462,0.7
808,australian rock,hard rock,rock,,,,,,,,,"australian rock,hard rock,rock",711MCceyCBcFnzjGY4Q7Un,AC/DC,17761704,0.86
809,dance pop,pop,pop dance,pop rap,post-teen pop,urban contemporary,,,,,,"dance pop,pop,pop dance,pop rap,post-teen pop,urban contemporary",2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,9334259,0.8
810,urbano espanol,,,,,,,,,,,urbano espanol,0BHo5QBLAjH32hoe4xHGYq,Elilluminari,28472,0.53
811,dance pop,girl group,pop,pop dance,post-teen pop,talent show,uk pop,,,,,"dance pop,girl group,pop,pop dance,post-teen pop,talent show,uk pop",3e7awlrlDSwF3iM0WBjGMp,Little Mix,8632299,0.85
812,dark clubbing,destroy techno,electro house,,,,,,,,,"dark clubbing,destroy techno,electro house",3hteYQFiMFbJY7wS0xDymP,Gesaffelstein,367766,0.66
813,pop flamenco,rock andaluz,rumba,spanish pop,,,,,,,,"pop flamenco,rock andaluz,rumba,spanish pop",0fM3rWsshliRFUmJlBP6QZ,El Barrio,816414,0.64
814,latin talent show,latin viral pop,,,,,,,,,,"latin talent show,latin viral pop",2eZt452S4ObWNq3SM9ZdD1,Operación Triunfo 2020,26182,0.4
815,latin,latin pop,rap latina,reggaeton,trap latino,tropical,,,,,,"latin,latin pop,rap latina,reggaeton,trap latino,tropical",1GDbiv3spRmZ1XdM1jQbT7,Natti Natasha,5476009,0.84
816,dance pop,pop dance,,,,,,,,,,"dance pop,pop dance",6J7biCazzYhU3gM9j1wfid,Jamiroquai,1665641,0.71
817,rap espanol,spanish hip hop,urbano espanol,,,,,,,,,"rap espanol,spanish hip hop,urbano espanol",5JcO3FHEBbWTQMUHmWtU2g,Juancho Marqués,116594,0.62
818,k-pop girl group,,,,,,,,,,,k-pop girl group,4gOc8TsQed9eqnqJct2c5v,K/DA,918941,0.76
819,melodic rap,rap,slap house,,,,,,,,,"melodic rap,rap,slap house",0H39MdGGX6dbnnQPt6NQkZ,SAINt JHN,642329,0.82
820,k-rap,,,,,,,,,,,k-rap,7xX15v6ahAkcT14kHfB9wB,True Damage,81972,0.58
821,dance pop,dancehall,pop dance,pop rap,,,,,,,,"dance pop,dancehall,pop dance,pop rap",3Isy6kedDrgPYoTS1dazA9,Sean Paul,3294746,0.82
822,gruperas inmortales,nu-cumbia,regional mexican,,,,,,,,,"gruperas inmortales,nu-cumbia,regional mexican",0ZCO8oVkMj897cKgFH7fRW,Los Ángeles Azules,4085588,0.79
823,latin arena pop,latin pop,spanish pop,spanish pop rock,,,,,,,,"latin arena pop,latin pop,spanish pop,spanish pop rock",5RK6c1tyaKpwcDpbgCGNgj,El Canto Del Loco,687187,0.67
824,indie anthem-folk,indie cafe pop,pop,uk pop,,,,,,,,"indie anthem-folk,indie cafe pop,pop,uk pop",7z2avKuuiMAT4XZJFv8Rvh,Tom Walker,782810,0.73
825,dance pop,pop,pop dance,post-teen pop,,,,,,,,"dance pop,pop,pop dance,post-teen pop",6jJ0s89eD6GaHleKKya26X,Katy Perry,17341033,0.87
826,alternative metal,nu metal,post-grunge,rap metal,,,,,,,,"alternative metal,nu metal,post-grunge,rap metal",6XyY86QOPPrYVGvF9ch6wz,Linkin Park,17897225,0.87
